Year,Emisiones en MTCO2,Value_PIB Real Hist. ,Value_PIB Manufacturero Hist. ,Value_Hist. Export. Plásticos,Value_Hist. Import. Plásticos,Tasa de Desempleo,Tasa de Cambio,Productividad,Fuerza Laboral / Pob. Econ. Activa,Value_PIB minero,Value_Hist. Población Mundial,Value_Hist. Crecimiento Pob. Mun,Value_Población 0-14,Value_Población 15-64,Value_Población +65,Leyes sobre Economía Circular,Country ID,
2024,289.2815,8.49201E+11,1.86992E+11,17200583,14322935,2.843,4.703666667,48.93,17341629,0,35587353,-0.426565853,5678604,23972368,7876381,0,25,
