Country,Year,PIB per capita,Value_PIB minero,Value_PIB Manufacturero Hist.,Value_PIB Real Hist. ,Leyes sobre Economía Circular,Value_Hist. Import. Plásticos,Value_Hist. Export. Plásticos,Tasa de Cambio,Tasa de Desempleo,Productividad,Densidad Poblacional,Indice de Gini,Emisiones en MTCO2,Value_Población +65,Value_Población 15-64,Value_Población 0-14,Fuerza Laboral / Pob. Econ. Activa,Value_Hist. Crecimiento Pob. Mun,Value_Hist. Población Mundial
Australia,1960,1810.70643,,,18607682977,0,,,0.892857,,,,,87.4443,876100,6296003,3104374,,,10276477
Australia,1961,1877.707064,,,19684003149,0,,,0.892857,,,1.364565299,,87.0095,894050,6421575,3167374,,1.989740046,10483000
Australia,1962,1854.746154,,,19923683188,0,,,0.892857,,,1.398279161,,90.9086,917544,6593630,3230825,,2.440639401,10742000
Australia,1963,1967.211274,,,21540963447,0,,,0.892857,,,1.425354386,,95.9958,935826,6737665,3276509,,1.917816478,10950000
Australia,1964,2131.3803,,,23801123808,0,,,0.892857,,,1.453601135,,103.5448,952912,6887141,3326947,,1.96235442,11167000
Australia,1965,2281.110305,,,25977284156,0,,,0.892857,,,1.482368561,,113.6049,970027,7042900,3375073,,1.959716895,11388000
Australia,1966,2343.915919,,,27308964369,0,,,0.892857,,,1.516603101,,115.7362,990037,7227503,3433460,,2.283184382,11651000
Australia,1967,2580.110592,,,30442724871,0,,,0.892857,,,1.535868164,,122.2806,999382,7345848,3453770,,1.262276888,11799000
Australia,1968,2724.130672,,,32714085234,0,,,0.892857,,,1.563203728,,128.7681,1012156,7505805,3491039,,1.764158656,12009000
Australia,1969,2991.477279,,,36684485870,0,,,0.892857,,,1.596266743,,136.4135,1027633,7687760,3547607,,2.09302301,12263000
Australia,1970,3304.92737,1.470685731,,41334726614,0,,,0.892857,,,1.628028065,,147.861,1043935,7858900,3604165,,1.970188879,12507000
Australia,1971,3495.228201,1.412515801,,45217767235,0,,,0.882670259,,,1.684000885,,151.1161,1079307,8147343,3710350,,3.380293537,12937000
Australia,1972,3949.461643,1.315015986,,52042056075,0,,,0.838697807,,,1.715241529,,153.5982,1105847,8316778,3754375,,1.838146263,13177000
Australia,1973,4770.810172,1.847522248,,63833440102,0,,,0.704113908,,,1.741665907,,170.1438,1134637,8469457,3775906,,1.528816914,13380000
Australia,1974,6482.938481,2.092474962,,88965364775,0,,,0.696665869,,,1.786313995,,166.1827,1176927,8720491,3825582,,2.531220259,13723000
Australia,1975,7003.842471,1.628952577,54447399347,97304383449,0,,,0.763871249,,,1.808442784,,173.1015,1209896,8866436,3816667,,1.231185888,13893000
Australia,1976,7486.682604,1.950897661,53866295974,1.05061E+11,0,,,0.818284082,,,1.826666493,,169.8031,1245825,8997284,3789891,,1.00265826,14033000
Australia,1977,7775.658469,2.017082227,55196749529,1.10352E+11,0,,,0.901824999,,,1.84736342,,181.9147,1283639,9142845,3765515,,1.12667268,14192000
Australia,1978,8252.734457,1.520271157,54958348146,1.18493E+11,0,,,0.873659249,,,1.868971532,,191.0516,1323888,9290331,3743782,,1.162885259,14358000
Australia,1979,9294.515783,1.779067798,57220677943,1.34901E+11,0,,,0.894640916,6.265,,1.889277951,,192.3219,1365939,9426194,3721867,,1.08064227,14514000
Australia,1980,10208.80368,1.992930879,59687263092,1.49988E+11,0,,,0.878244332,6.105,,1.912448095,,204.3702,1408551,9569919,3713530,,1.21894271,14692000
Australia,1981,11853.66942,1.346576395,60910311858,1.76895E+11,0,,,0.870214582,5.784,,1.942551059,31.3,213.8099,1451946,9745671,3725642,,1.561794161,14923260
Australia,1982,12779.14592,1.337776518,62420808124,1.94042E+11,0,,,0.985862832,7.163,,1.976523567,,218.0009,1494350,9943831,3746066,,1.733743929,15184247
Australia,1983,11515.74451,1.245890678,57286486658,1.77267E+11,0,,,1.110014999,9.961,,2.003758249,,207.6454,1530916,10113714,3748842,,1.368501459,15393472
Australia,1984,12421.88077,1.347477009,58156279206,1.93525E+11,0,,,1.139519166,8.987,,2.027959205,,217.5162,1568279,10273063,3738049,,1.200542766,15579391
Australia,1985,11441.58197,1.518570797,61126983948,1.80643E+11,0,,,1.431895,8.258,,2.055154316,32.5,224.5559,1614246,10450551,3723515,,1.332096835,15788312
Australia,1986,11392.00439,1.291559058,61515627871,1.82481E+11,0,,,1.495974166,8.081,,2.085098213,,224.0403,1669875,10643016,3705459,,1.446502063,16018350
Australia,1987,11651.33012,1.417862884,63199337643,1.89496E+11,0,,,1.42818,8.106,,2.117057912,,234.5998,1726864,10841586,3695424,,1.521138904,16263874
Australia,1988,14284.96079,2.811492194,67414199606,2.36161E+11,0,,,1.279908333,7.226,,2.151981047,,240.737,1781574,11045265,3705325,,1.636148763,16532164
Australia,1989,17834.45269,1.514301148,71296913808,2.99876E+11,0,,,1.264596667,6.175,,2.188721607,33.2,256.8366,1834847,11248032,3731537,,1.692879694,16814416
Australia,1990,18249.30145,1.509737253,70456921433,3.11427E+11,0,,,1.281056667,6.926,,2.221356625,,278.1605,1887174,11417235,3760718,8500719,1.480046937,17065128
Australia,1991,18859.90746,1.268602333,68905449928,3.25975E+11,0,,,1.283755833,9.586,,2.249851737,,279.5343,1942287,11552182,3789567,8539975,1.274621786,17284036
Australia,1992,18624.18773,1.19653198,66861654733,3.25525E+11,0,,,1.361648333,10.733,,2.275182563,,284.529,1994928,11667053,3816655,8607321,1.119597701,17478635
Australia,1993,17699.87649,0.93808861,68289579687,3.12134E+11,0,,,1.47056,10.879,,2.2955115,,288.8737,2041998,11757630,3835180,8638153,0.889539826,17634808
Australia,1994,18129.63531,0.944299542,71336026535,3.22807E+11,0,,,1.367750833,9.724,,2.317726202,,293.7012,2087652,11862796,3855020,8799524,0.963092495,17805468
Australia,1995,20448.12197,0.862292199,72850868661,3.68166E+11,0,,,1.3490325,8.473,,2.343683793,32.6,305.0558,2132959,11994523,3877400,8996098,1.113734221,18004882
Australia,1996,22021.78391,0.8236615,74506019934,4.01342E+11,0,,,1.277863333,8.509,,2.37230608,,311.9408,2180216,12145877,3898674,9118415,1.213854983,18224767
Australia,1997,23646.62305,0.769712288,75631597300,4.35643E+11,0,,,1.34738,8.367,,2.398114757,,320.333,2223528,12287429,3912080,9179631,1.08203992,18423037
Australia,1998,21479.1142,1.024913779,78141641035,3.99674E+11,0,,,1.591828333,7.684,,2.42213712,,334.1358,2263796,12421783,3922005,9271447,0.996734718,18607584
Australia,1999,20712.66978,0.901811388,80014085236,3.89652E+11,0,,,1.54995,6.876,,2.448780183,,343.9595,2304818,12571957,3935489,9358682,1.093975803,18812264
Australia,2000,21870.41597,0.944083749,81040949529,4.16168E+11,0,,,1.724826667,6.288,,2.476966794,,350.008,2347791,12731716,3949295,9542614,1.144472851,19028802
Australia,2001,19695.72974,1.14917514,82912772893,3.79629E+11,0,,,1.9334425,6.747,,2.508975307,33.5,357.7837,2398537,12911186,3964978,9713101,1.283968091,19274701
Australia,2002,20301.84317,1.027249698,85198073657,3.95789E+11,0,,,1.8405625,6.375,,2.53767882,,362.5365,2447166,13077545,3970499,9859433,1.137538736,19495210
Australia,2003,23718.13385,0.75689793,88752365120,4.67739E+11,0,,,1.541914167,5.933,,2.567035523,33.5,369.6297,2496135,13249215,3975386,10032150,1.150192733,19720737
Australia,2004,30836.73068,0.902925008,90026943351,6.1466E+11,0,2941021,589969,1.3597525,5.399,,2.594629473,33.1,383.159,2545559,13409185,3977978,10143548,1.069198122,19932722
Australia,2005,34479.76793,1.903139001,89219234496,6.95693E+11,0,3285521,719872,1.309473333,5.036,58,2.626406675,,386.176,2599785,13589360,3987698,10443456,1.217290731,20176844
Australia,2006,36595.70715,2.80480565,88698973143,7.48418E+11,0,3598489,722021,1.327973441,4.785,58.49,2.662088958,,392.36,2657094,13787508,4006364,10664324,1.349450831,20450966
Australia,2007,41051.61207,4.253489766,90422416479,8.55007E+11,0,4393076,947089,1.1950725,4.381,58.9,2.711118025,,399.475,2725828,14051988,4049805,10951719,1.824996795,20827622
Australia,2008,49701.28178,4.12640451,94023891549,1.05611E+12,0,4804096,905408,1.192178333,4.242,59.38,2.765994429,35.4,404.8405,2800068,14345413,4103718,11241263,2.003911405,21249199
Australia,2009,42816.5674,2.376292199,89122383934,9.28762E+11,0,3914981,793911,1.28218881,5.565,61.15,2.823588378,,407.094,2888223,14641855,4161575,11482552,2.060833163,21691653
Australia,2010,52144.66547,4.855348362,89517236226,1.14884E+12,1,4818819,925018,1.090159486,5.214,60.98,2.867858584,34.7,405.131,2980739,14849809,4201202,11675443,1.555706262,22031750
Australia,2011,62605.60046,5.028480035,89182605117,1.39861E+12,0,5258871,970004,0.969463201,5.083,61.26,2.90798641,,403.8581,3082659,15016663,4240703,11857590,1.389527316,22340024
Australia,2012,68072.87323,3.045172491,90192085976,1.54753E+12,0,5365631,992154,0.965801031,5.225,63.24,2.95920037,,406.1967,3202701,15223747,4307017,12022336,1.745820001,22733465
Australia,2013,68190.701,3.55343966,87204618637,1.57712E+12,0,5571864,881780,1.035843097,5.663,64.36,3.010573526,,399.0675,3322662,15426531,4378936,12191663,1.72115144,23128129
Australia,2014,62544.08738,2.91578772,86390701413,1.46827E+12,0,5808832,894737,1.109363293,6.078,65.86,3.055814795,34.4,392.7289,3435524,15599389,4440773,12332149,1.491566489,23475686
Australia,2015,56739.02653,1.851790924,85027343500,1.3513E+12,0,5446241,815228,1.331090262,6.055,66.08,3.100112596,,401.4966,3548454,15765573,4501968,12568796,1.439216653,23815995
Australia,2016,49888.04108,2.588433725,83105232344,1.20684E+12,0,5371535,833103,1.345213976,5.711,67.12,3.144935531,33.7,410.3881,3665120,15956700,4569087,12744765,1.561940498,24190907
Australia,2017,53901.71454,3.185874884,82581866806,1.32558E+12,0,5826002,904161,1.304758077,5.592,67.06,3.197156014,,413.8177,3784212,16174820,4633556,13022869,1.646827797,24592588
Australia,2018,57196.42208,2.861055972,84384156433,1.42781E+12,0,6410427,863379,1.338412146,5.345,67.5,3.245344916,34.3,415.5912,3904495,16375200,4683563,13326802,1.49599671,24963258
Australia,2019,54972.70179,3.31748181,83526780624,1.39272E+12,0,5847678,824190,1.438506544,5.143,67.63,3.293650563,,415.7698,4039654,16567398,4727773,13603127,1.477490711,25334826
Australia,2020,51791.54018,4.088047232,81918192121,1.32841E+12,0,6158939,654430,1.453085118,6.394,70.11,3.334526951,,399.1839,4190759,16698064,4760426,13599459,1.233428251,25649248
Australia,2021,60607.77886,10.46577549,83308246022,1.55674E+12,1,7300602,886568,1.33122426,5.023,68.59,3.339228447,,389.0195,4302098,16651179,4732135,13821829,0.140895083,25685412
Australia,2022,64997.01365,,85342728664,1.69086E+12,0,7747582,912798,1.441664459,3.728,68.41,3.381998357,,384.3621,4441967,16828565,4743867,14188083,1.272698814,26014399
Australia,2023,64820.91179,,85478691953,1.72806E+12,0,6752324,768890,1.505191066,3.668,67.84,,,382.972,4634398,17217866,4806684,14593816,2.447466169,26658948
Austria,1960,939.9148147,,,6624086313,0,,,26.00000003,,,,,30.7845,861188,4632790,1553561,,,7047539
Austria,1961,1036.728204,,,7346566038,0,,,26.00000003,,,85.87371546,,31.824,879506,4617283,1589510,,0.548472356,7086299
Austria,1962,1093.014191,,,7793042529,0,,,26.00000003,,,86.40164809,,33.865,898588,4615340,1615936,,0.612895848,7129864
Austria,1963,1172.557446,,,8414050621,0,,,26.00000003,,,86.95844644,,36.9491,916420,4620516,1638876,,0.642362671,7175811
Austria,1964,1275.457153,,,9213648656,0,,,26.00000003,,,87.54000242,,38.8964,937073,4619218,1667510,,0.666548205,7223801
Austria,1965,1381.077258,,,10041659445,0,,,26.00000003,,,88.11062773,,38.1406,957730,4614923,1698236,,0.649729876,7270889
Austria,1966,1494.049114,,,10939526219,0,,,26.00000003,,,88.73080465,,39.2086,978662,4613853,1729551,,0.701396116,7322066
Austria,1967,1577.141477,,,11634569522,0,,,26.00000003,,,89.3964857,,39.9156,1000804,4615542,1760652,,0.74742522,7376998
Austria,1968,1685.662117,,,12499863917,0,,,26.00000003,,,89.86188803,,42.2971,1019605,4608872,1786926,,0.519254262,7415403
Austria,1969,1834.078078,,,13647475854,0,,,26.00000003,2.8,,90.172746,,44.6384,1035708,4598002,1807346,,0.345331646,7441055
Austria,1970,2050.705154,0.018690851,,15312791744,0,,,26.00000003,2.4,,90.4881968,,50.6317,1050397,4597244,1819445,,0.349218946,7467086
Austria,1971,2371.65248,0.012681078,,17788536733,0,,,24.9855839,1.5,,90.89289869,,52.0691,1065416,4610968,1824099,,0.446245581,7500482
Austria,1972,2912.595771,0.009589743,,21973207929,0,,,23.11533333,1.3,,91.42269753,,56.0712,1081310,4639951,1822941,,0.581190352,7544201
Austria,1973,3875.483056,0.0385821,,29399860145,0,,,19.58,1.2,,91.93062288,,60.0155,1097144,4675775,1813196,,0.554041399,7586115
Austria,1974,4612.619208,0.047435251,,35051468640,0,,,18.6925,1.3,,92.08722734,,57.2942,1112577,4693569,1792892,,0.170205768,7599038
Austria,1975,5264.91772,0.007787939,,39902300703,0,,,17.41675,2,,91.84322588,,54.2137,1126161,4691771,1760971,,-0.265319411,7578903
Austria,1976,5656.145138,0.016695663,24337432648,42791707448,0,,,17.93966667,2,,91.68110761,,58.2038,1136979,4707216,1721330,,-0.176672285,7565525
Austria,1977,6783.951422,0.008815538,25455709581,51343861460,0,,,16.52691667,1.8,,91.7163112,,55.9937,1148847,4741200,1678383,,0.038390494,7568430
Austria,1978,8173.329263,0.002295212,25931519747,61809208756,0,,,14.52166667,2.1,,91.64208677,,57.2265,1159241,4772043,1631021,,-0.080961042,7562305
Austria,1979,9755.404456,0.005326241,27243034992,73647694287,0,,,13.3675,2,,91.48600339,,61.3213,1165605,4801524,1582295,,-0.170463648,7549425
Austria,1980,10826.97183,0.002159822,28193773259,81737498405,0,,,12.938,1.9,,91.48610034,,52.0249,1162063,4845754,1541617,,0.000105968,7549433
Austria,1981,9348.488324,0.001483979,28195719345,70755997062,0,,,15.92683333,2.06,,91.71970431,,55.8329,1142835,4914022,1511854,,0.255018231,7568710
Austria,1982,9373.488206,0.007668455,28174453312,70996111963,0,,,17.05925,3.35,,91.78550654,,53.5653,1115260,4978338,1480542,,0.071717018,7574140
Austria,1983,9500.050704,0.003141987,29354972808,71838528420,0,,,17.96333333,4.11,,91.63730005,,51.6682,1086334,5031954,1443622,,-0.161600981,7561910
Austria,1984,8955.848292,8.68114E-05,29493582035,67719055773,0,,,20.00908333,3.8,,91.63153175,,54.214,1070415,5080576,1410442,,-0.006294904,7561434
Austria,1985,9136.170926,0.000656402,31218223295,69114996010,0,,,20.6895,3.6,,91.67456374,,54.3663,1073244,5107810,1383931,,0.046950968,7564985
Austria,1986,13031.8281,0,32392509549,98648254169,0,,,15.26713333,3.12,,91.73284052,,53.7285,1085795,5121106,1362893,,0.063548997,7569794
Austria,1987,16328.5613,0.000254473,31993196969,1.23682E+11,0,,,12.6425,3.79,,91.79091129,,57.3739,1101940,5126187,1346460,,0.063284204,7574586
Austria,1988,17509.76587,0.010416966,33571779734,1.32817E+11,0,,,12.34766667,3.55,,91.9209525,,52.9372,1118348,5129013,1337956,,0.14157085,7585317
Austria,1989,17400.52266,0.013842986,34789518950,1.32584E+11,0,,,13.23066667,3.14,,92.33600339,,53.6963,1133593,5147799,1338176,,0.4505139,7619567
Austria,1990,21596.06822,0.003974445,37020590712,1.65811E+11,0,,,11.36983333,3.25,,93.04229278,,62.1839,1148145,5184521,1345184,3524952,0.762001611,7677850
Austria,1991,22323.13125,0.004155442,38017764313,1.73113E+11,0,,,11.67591667,3.42,,93.97589675,,65.7824,1160822,5231713,1362356,3585317,0.998418103,7754891
Austria,1992,24782.71188,0.008208069,37823224542,1.94314E+11,0,,,10.98933333,3.59,,95.01586282,,60.2829,1171074,5282884,1386750,3674884,1.100552287,7840709
Austria,1993,23987.20372,0.005036688,37013791617,1.89634E+11,0,,,11.6321825,4.25,,95.80262967,,60.7089,1181601,5318242,1405790,3717260,0.824627941,7905633
Austria,1994,25546.24605,0.002504312,38386635188,2.02738E+11,0,,,11.42182492,3.535,,96.17205526,30.8,61.0834,1193038,5328494,1414586,3827748,0.384869547,7936118
Austria,1995,30207.06743,0.002672256,40627426284,2.40094E+11,0,,,10.08149583,4.345,,96.31941348,29.9,64.0608,1204214,5328594,1415471,3846779,0.153106261,7948278
Austria,1996,29645.94513,0.001716398,40997125964,2.35953E+11,0,,,10.5865575,5.282,,96.44955162,29.3,67.4052,1213875,5334660,1410482,3823952,0.135019834,7959017
Austria,1997,26571.75236,0.001561404,42081569411,2.11725E+11,0,,,12.20424417,5.15,,96.55890693,29.1,67.3018,1221861,5346033,1400147,3815158,0.113316608,7968041
Austria,1998,27212.46429,0.008739189,43356359780,2.17068E+11,0,,,12.379065,5.483,,96.6649176,31.3,66.9367,1228429,5360210,1388150,3848029,0.109728368,7976789
Austria,1999,27078.70816,0.007315056,45496326111,2.16422E+11,0,,,0.938283072,4.699,,96.85317499,29.7,65.6678,1233066,5382164,1377095,3874937,0.194563153,7992324
Austria,2000,24487.29747,0.006707654,48264386579,1.96182E+11,0,,,1.082705081,4.687,,97.08635482,29,66.1771,1237037,5409304,1365225,3883391,0.240466652,8011566
Austria,2001,24430.49598,0.004798174,49725930158,1.96477E+11,0,,,1.116533086,4.007,,97.45871304,,70.1656,1243611,5446203,1352479,3872867,0.382799394,8042293
Austria,2002,26334.86222,0.003936507,49075029983,2.12837E+11,1,,,1.057558996,4.852,,97.93937227,,71.9694,1249623,5489756,1342579,3955409,0.491980464,8081957
Austria,2003,32110.11597,0.001858661,49355656859,2.6078E+11,0,,,0.884047927,4.779,,98.41763209,29.5,77.3961,1256726,5530330,1334368,3985902,0.487133895,8121423
Austria,2004,36614.25065,0.001953311,50722357057,2.9921E+11,0,4415153,4166609,0.803921648,5.969,,99.03012603,29.8,77.6936,1285743,5560036,1326187,3946181,0.620413127,8171966
Austria,2005,38157.37023,0.013494247,53053807560,3.13952E+11,0,4975684,4473355,0.803800192,5.682,71.42,99.70708919,28.7,79.0918,1333950,5576283,1317595,4012358,0.681267248,8227829
Austria,2006,40382.20783,0.014003224,57284677562,3.33906E+11,0,5428484,5392876,0.796432731,5.32,72.49,100.2016602,29.6,76.8117,1379169,5585717,1303755,4078846,0.494797775,8268641
Austria,2007,46622.96229,0.033589372,61582444533,3.8676E+11,0,6486803,6908145,0.7296724,4.909,73.56,100.5269874,30.6,74.1123,1412559,5596898,1286030,4165230,0.324146535,8295487
Austria,2008,51581.39824,0.039573196,62446356760,4.29234E+11,0,7213315,7489604,0.67992268,4.198,73.9,100.8421716,30.4,73.4899,1438035,5614542,1268918,4207426,0.313041438,8321496
Austria,2009,47857.44466,0.010972674,53563482278,3.9929E+11,0,5742218,5824089,0.716957702,5.371,74.36,101.1066772,31.5,67.3066,1462699,5627722,1252902,4248651,0.26195319,8343323
Austria,2010,46611.13934,0.04501931,57954975351,3.89828E+11,0,6572596,6753305,0.75430899,4.883,75.29,101.3500242,30.3,72.0083,1476914,5646956,1239534,4265488,0.2403943,8363404
Austria,2011,51116.89535,0.04887748,62067541321,4.28955E+11,0,7626418,7776246,0.718413899,4.637,76.56,101.6922322,30.8,69.9015,1488347,5674265,1229031,4291049,0.337080842,8391643
Austria,2012,48250.40591,0.030747361,63339971756,4.0675E+11,0,7024626,7273945,0.77833812,4.909,77.52,102.1569438,30.5,67.2744,1513159,5695316,1221517,4340007,0.455937472,8429991
Austria,2013,50305.35458,0.033602767,63573522001,4.26581E+11,0,7488364,7775439,0.752945123,5.367,78.19,102.7608216,30.8,67.7668,1543281,5717663,1218879,4382851,0.589387255,8479823
Austria,2014,51314.97226,0.018417947,64986894968,4.38556E+11,0,7637155,7926729,0.752728197,5.674,78.8,103.5670868,30.5,64.1658,1571509,5752623,1222224,4407077,0.781541633,8546356
Austria,2015,43915.22802,0.009146728,65444863056,3.79546E+11,0,6511596,6840989,0.901296423,5.802,80.06,104.7345977,30.5,66.3575,1595561,5810894,1236244,4460463,1.120992502,8642699
Austria,2016,45061.49939,0.011742427,68594277529,3.93687E+11,0,6457405,6820294,0.903421436,6.064,79.95,105.8733398,30.8,67.2173,1616276,5865273,1255119,4541001,1.081396299,8736668
Austria,2017,47163.74258,0.015395277,70725577454,4.14926E+11,0,7184326,7314314,0.885205508,5.561,81.58,106.6113185,29.7,69.5985,1637256,5892111,1268199,4567690,0.694621104,8797566
Austria,2018,51194.07498,0,73452078898,4.52582E+11,0,7937503,8194936,0.846772667,4.933,82.3,107.1318589,30.8,66.5617,1658710,5906127,1275684,4608423,0.487071925,8840521
Austria,2019,49885.99474,0,74282508245,4.42984E+11,0,7473434,7516991,0.893276257,4.56,82.12,107.6093068,30.2,67.946,1681883,5917299,1280737,4627750,0.444673639,8879920
Austria,2020,48716.40989,0,68690675337,4.34398E+11,0,6958911,7189785,0.875506397,5.201,82.5,108.0570044,29.8,62.1757,1709344,5924102,1283418,4607853,0.415176732,8916864
Austria,2021,53648.71907,0,76169536703,4.80467E+11,0,9306018,9470655,0.845494139,6.459,85.11,108.5288051,30.7,65.7575,1743054,5926631,1286112,4650207,0.435671684,8955797
Austria,2022,52176.66491,,81269321725,4.71774E+11,0,9514890,9495698,0.949623753,4.992,86.61,109.5716311,,61.4891,1789360,5955333,1297158,4715124,0.956287797,9041851
Austria,2023,56033.57379,,79845636945,5.11685E+11,0,8298503,8820839,0.924839558,5.264,85.5,,,58.578,1841330,5984348,1306083,4762160,0.989464654,9131761
Belgium,1960,1290.286072,,,11810619368,0,,,50.00000005,,,,,90.9081,1097344,5888148,2167997,,,9153489
Belgium,1961,1367.788852,,,12561701694,0,,,50.00000005,,,,,92.6983,1113548,5882600,2187801,,0.332205946,9183948
Belgium,1962,1457.26517,,,13436827167,0,,,50.00000005,,,,,98.0183,1132542,5890025,2198011,,0.398054787,9220578
Belgium,1963,1555.022932,,,14445805381,0,,,50.00000005,,,,,105.6764,1151085,5922386,2216299,,0.747606931,9289770
Belgium,1964,1724.018942,,,16168044450,0,,,50.00000005,,,,,103.554,1173390,5962361,2242362,,0.946477536,9378113
Belgium,1965,1859.509987,,,17597783297,0,,,50.00000005,,,,,105.3308,1198289,5997577,2267801,,0.908137002,9463667
Belgium,1966,1983.131198,,,18894891312,0,,,50.00000005,,,,,105.0967,1221973,6020656,2285178,,0.675463567,9527807
Belgium,1967,2113.821941,,,20252508995,0,,,50.00000005,,,,,107.361,1246026,6040459,2294506,,0.556645555,9580991
Belgium,1968,2251.315759,,,21654856965,0,,,50.00000005,,,,,118.4376,1264050,6059341,2295366,,0.393391108,9618756
Belgium,1969,2490.107173,,,24019653475,0,,,50.00000005,,,,,123.4918,1278367,6076190,2291474,,0.283169669,9646032
Belgium,1970,2765.890997,0.017806229,,26706196047,0,,,50.00000005,,,,,125.4905,1291286,6083539,2280724,,0.098613692,9655549
Belgium,1971,3082.927989,0.000485556,,29821661870,0,,,49.05697742,2.1,,,,121.3705,1304973,6098170,2270019,,0.182247071,9673162
Belgium,1972,3831.6319,0,,37209418019,0,,,44.01458333,2.7,,,,130.6377,1322806,6128949,2259360,,0.391585907,9711115
Belgium,1973,4900.962201,0.000220538,,47743801490,0,,,38.9765,2.8,,,,138.6392,1340195,6162223,2239302,,0.314658766,9741720
Belgium,1974,5733.798139,0.002844357,,56033077879,0,,,38.9515,3,,,,134.9501,1356509,6204436,2211474,,0.314633665,9772419
Belgium,1975,6701.377361,0,,65678189097,0,,,36.77891667,5.1,,,,121.823,1370951,6250852,2178897,,0.288978161,9800700
Belgium,1976,7243.047341,0.003392622,,71113882968,0,,,38.60516667,6.5,,,,129.6776,1381192,6293694,2143340,,0.178674447,9818227
Belgium,1977,8426.946959,0.001557567,,82839905459,0,,,35.84275,5.67,,,,126.1993,1392988,6330714,2106656,,0.123479645,9830358
Belgium,1978,10289.76842,0,,1.01247E+11,0,,,31.49208333,7.9,,,,135.4503,1406534,6364067,2068933,,0.09329996,9839534
Belgium,1979,11810.61588,0,,1.16315E+11,0,,,29.31866667,6.96,,,,139.7865,1418278,6399412,2030693,,0.089882551,9848382
Belgium,1980,12864.00257,0,,1.26829E+11,0,,,29.24166667,9.1,,,,134.8358,1421212,6441355,1996675,,0.110211166,9859242
Belgium,1981,10622.80248,0,,1.0473E+11,0,,,37.12925,11.35,,,,123.5736,1407566,6486049,1965366,,-0.002637154,9858982
Belgium,1982,9343.8611,5.17541E-05,,92095926188,0,,,45.69058333,13,,,,117.1019,1383899,6536403,1936002,,-0.027176883,9856303
Belgium,1983,8846.234298,2.29605E-05,,87184239053,0,,,51.13166667,11.66,,,,101.2018,1356685,6590093,1908743,,-0.007944471,9855520
Belgium,1984,8457.268803,0,,83349530159,0,,,57.78391667,11.882,,,,104.9665,1343447,6629971,1881953,,-0.001501708,9855372
Belgium,1985,8750.818513,0,,86268264148,0,,,59.378,11.321,,,25.2,104.0045,1355346,6648128,1854834,,0.029786423,9858308
Belgium,1986,12170.0407,0,,1.20019E+11,0,,,44.67191667,11.28,,,,102.3668,1378249,6653744,1829830,,0.035648851,9861823
Belgium,1987,15135.85231,0,,1.49394E+11,0,,,37.33408333,11.257,,,,102.5887,1403102,6656644,1810487,,0.085252141,9870234
Belgium,1988,16391.09383,0,,1.62299E+11,0,,,36.76833333,10.128,,,25.7,99.7428,1432714,6667383,1801566,,0.317926245,9901664
Belgium,1989,16525.06174,0,,1.64221E+11,0,,,39.404,8.284,,,,106.7921,1461343,6675272,1801083,,0.363247986,9937697
Belgium,1990,20600.37528,0,,2.05332E+11,0,,,33.41791667,7.25,,,,120.2973,1487644,6673167,1806568,3938244,0.298235706,9967379
Belgium,1991,21041.66065,0,,2.10511E+11,0,,,34.14825,6.984,,,,123.3667,1514272,6673751,1816463,4027934,0.371593166,10004486
Belgium,1992,23372.61917,0,,2.34782E+11,0,,,32.1495,6.702,,,24.9,122.4925,1538559,6681402,1825197,4070853,0.405713496,10045158
Belgium,1993,22283.93602,0,,2.24722E+11,0,,,34.59652083,8.078,,,,121.4273,1561312,6693163,1829999,4096201,0.390638518,10084475
Belgium,1994,24208.55479,0,,2.44884E+11,0,,,33.4564975,9.645,,,,124.8,1584622,6702285,1828695,4162431,0.308197074,10115603
Belgium,1995,28413.82644,0,44246616281,2.88026E+11,0,,,29.48001667,9.337,,,28.4,125.9392,1611623,6703399,1821788,4194014,0.209436838,10136811
Belgium,1996,27489.55518,0,45507504453,2.79201E+11,0,,,30.96151333,9.483,,,,129.4812,1639705,6702908,1814025,4204594,0.195393176,10156637
Belgium,1997,24820.93805,0,48363731254,2.52708E+11,0,,,35.77389083,8.95,,,26.8,123.9927,1665977,6706041,1809227,4226864,0.241991885,10181245
Belgium,1998,25338.44329,0,49819274587,2.58528E+11,0,,,36.29864083,9.323,,,,130.2253,1688121,6708631,1806256,4260848,0.213527651,10203008
Belgium,1999,25252.80191,0,50185014416,2.58246E+11,0,,,0.938283072,8.649,,,,124.6828,1706442,6714997,1804981,4368285,0.229189103,10226419
Belgium,2000,23098.88651,0,53025188785,2.36792E+11,0,,,1.082705081,6.586,,337.9570105,33.1,126.723,1722748,6723639,1804863,4412646,0.242517956,10251250
Belgium,2001,23015.07126,0,53401190499,2.36746E+11,0,,,1.116533086,6.178,,339.1214189,,126.067,1738368,6743105,1805097,4307825,0.343951158,10286570
Belgium,2002,25006.1914,0,53624799508,2.58384E+11,0,,,1.057558996,6.91,,340.6450071,,126.8636,1754490,6774350,1803945,4358408,0.448268895,10332785
Belgium,2003,30655.20927,0,53517617234,3.18083E+11,0,,,0.884047927,7.68,,342.0740777,28.1,128.2486,1771307,6804774,1800052,4395670,0.418641508,10376133
