Country,Year,Emisiones en MTCO2,Value_PIB Real Hist. ,Value_PIB Manufacturero Hist. ,Value_Hist. Export. Plásticos,Value_Hist. Import. Plásticos,Tasa de Desempleo,Tasa de Cambio,Productividad,Fuerza Laboral / Pob. Econ. Activa,Value_PIB minero,Value_Hist. Población Mundial,Value_Hist. Crecimiento Pob. Mun,Value_Población 0-14,Value_Población 15-64,Value_Población +65,Leyes sobre Economía Circular,,
Australia,1960,87.4443,18607682977,0,0,0,,0.892857,,0,0,10276477,0,0,6296003,876100,0,,
Australia,1961,87.0095,19684003149,0,0,0,,0.892857,,0,0,10483000,1.989740046,0,6421575,894050,0,,
Australia,1962,90.9086,19923683188,0,0,0,,0.892857,,0,0,10742000,2.440639401,0,6593630,917544,0,,
Australia,1963,95.9958,21540963447,0,0,0,,0.892857,,0,0,10950000,1.917816478,0,6737665,935826,0,,
Australia,1964,103.5448,23801123808,0,0,0,,0.892857,,0,0,11167000,1.96235442,0,6887141,952912,0,,
Australia,1965,113.6049,25977284156,0,0,0,,0.892857,,0,0,11388000,1.959716895,0,7042900,970027,0,,
Australia,1966,115.7362,27308964369,0,0,0,,0.892857,,0,0,11651000,2.283184382,0,7227503,990037,0,,
Australia,1967,122.2806,30442724871,0,0,0,,0.892857,,0,0,11799000,1.262276888,0,7345848,999382,0,,
Australia,1968,128.7681,32714085234,0,0,0,,0.892857,,0,0,12009000,1.764158656,0,7505805,1012156,0,,
Australia,1969,136.4135,36684485870,0,0,0,,0.892857,,0,0,12263000,2.09302301,0,7687760,1027633,0,,
Australia,1970,147.861,41334726614,0,0,0,,0.892857,,0,1.470685731,12507000,1.970188879,0,7858900,1043935,0,,
Australia,1971,151.1161,45217767235,0,0,0,,0.882670259,,0,1.412515801,12937000,3.380293537,0,8147343,1079307,0,,
Australia,1972,153.5982,52042056075,0,0,0,,0.838697807,,0,1.315015986,13177000,1.838146263,0,8316778,1105847,0,,
Australia,1973,170.1438,63833440102,0,0,0,,0.704113908,,0,1.847522248,13380000,1.528816914,0,8469457,1134637,0,,
Australia,1974,166.1827,88965364775,0,0,0,,0.696665869,,0,2.092474962,13723000,2.531220259,0,8720491,1176927,0,,
Australia,1975,173.1015,97304383449,54447399347,0,0,,0.763871249,,0,1.628952577,13893000,1.231185888,0,8866436,1209896,0,,
Australia,1976,169.8031,1.05061E+11,53866295974,0,0,,0.818284082,,0,1.950897661,14033000,1.00265826,0,8997284,1245825,0,,
Australia,1977,181.9147,1.10352E+11,55196749529,0,0,,0.901824999,,0,2.017082227,14192000,1.12667268,0,9142845,1283639,0,,
Australia,1978,191.0516,1.18493E+11,54958348146,0,0,,0.873659249,,0,1.520271157,14358000,1.162885259,0,9290331,1323888,0,,
Australia,1979,192.3219,1.34901E+11,57220677943,0,0,6.265,0.894640916,,0,1.779067798,14514000,1.08064227,0,9426194,1365939,0,,
Australia,1980,204.3702,1.49988E+11,59687263092,0,0,6.105,0.878244332,,0,1.992930879,14692000,1.21894271,0,9569919,1408551,0,,
Australia,1981,213.8099,1.76895E+11,60910311858,0,0,5.784,0.870214582,,0,1.346576395,14923260,1.561794161,0,9745671,1451946,0,,
Australia,1982,218.0009,1.94042E+11,62420808124,0,0,7.163,0.985862832,,0,1.337776518,15184247,1.733743929,0,9943831,1494350,0,,
Australia,1983,207.6454,1.77267E+11,57286486658,0,0,9.961,1.110014999,,0,1.245890678,15393472,1.368501459,0,10113714,1530916,0,,
Australia,1984,217.5162,1.93525E+11,58156279206,0,0,8.987,1.139519166,,0,1.347477009,15579391,1.200542766,0,10273063,1568279,0,,
Australia,1985,224.5559,1.80643E+11,61126983948,0,0,8.258,1.431895,,0,1.518570797,15788312,1.332096835,0,10450551,1614246,0,,
Australia,1986,224.0403,1.82481E+11,61515627871,0,0,8.081,1.495974166,,0,1.291559058,16018350,1.446502063,0,10643016,1669875,0,,
Australia,1987,234.5998,1.89496E+11,63199337643,0,0,8.106,1.42818,,0,1.417862884,16263874,1.521138904,0,10841586,1726864,0,,
Australia,1988,240.737,2.36161E+11,67414199606,0,0,7.226,1.279908333,,0,2.811492194,16532164,1.636148763,0,11045265,1781574,0,,
Australia,1989,256.8366,2.99876E+11,71296913808,0,0,6.175,1.264596667,,0,1.514301148,16814416,1.692879694,0,11248032,1834847,0,,
Australia,1990,278.1605,3.11427E+11,70456921433,0,0,6.926,1.281056667,,8500719,1.509737253,17065128,1.480046937,0,11417235,1887174,0,,
Australia,1991,279.5343,3.25975E+11,68905449928,0,0,9.586,1.283755833,,8539975,1.268602333,17284036,1.274621786,0,11552182,1942287,0,,
Australia,1992,284.529,3.25525E+11,66861654733,0,0,10.733,1.361648333,,8607321,1.19653198,17478635,1.119597701,0,11667053,1994928,0,,
Australia,1993,288.8737,3.12134E+11,68289579687,0,0,10.879,1.47056,,8638153,0.93808861,17634808,0.889539826,0,11757630,2041998,0,,
Australia,1994,293.7012,3.22807E+11,71336026535,0,0,9.724,1.367750833,,8799524,0.944299542,17805468,0.963092495,0,11862796,2087652,0,,
Australia,1995,305.0558,3.68166E+11,72850868661,0,0,8.473,1.3490325,,8996098,0.862292199,18004882,1.113734221,0,11994523,2132959,0,,
Australia,1996,311.9408,4.01342E+11,74506019934,0,0,8.509,1.277863333,,9118415,0.8236615,18224767,1.213854983,0,12145877,2180216,0,,
Australia,1997,320.333,4.35643E+11,75631597300,0,0,8.367,1.34738,,9179631,0.769712288,18423037,1.08203992,0,12287429,2223528,0,,
Australia,1998,334.1358,3.99674E+11,78141641035,0,0,7.684,1.591828333,,9271447,1.024913779,18607584,0.996734718,0,12421783,2263796,0,,
Australia,1999,343.9595,3.89652E+11,80014085236,0,0,6.876,1.54995,,9358682,0.901811388,18812264,1.093975803,0,12571957,2304818,0,,
Australia,2000,350.008,4.16168E+11,81040949529,0,0,6.288,1.724826667,,9542614,0.944083749,19028802,1.144472851,0,12731716,2347791,0,,
Australia,2001,357.7837,3.79629E+11,82912772893,0,0,6.747,1.9334425,,9713101,1.14917514,19274701,1.283968091,0,12911186,2398537,0,,
Australia,2002,362.5365,3.95789E+11,85198073657,0,0,6.375,1.8405625,,9859433,1.027249698,19495210,1.137538736,0,13077545,2447166,0,,
Australia,2003,369.6297,4.67739E+11,88752365120,0,0,5.933,1.541914167,,10032150,0.75689793,19720737,1.150192733,0,13249215,2496135,0,,
Australia,2004,383.159,6.1466E+11,90026943351,589969,2941021,5.399,1.3597525,,10143548,0.902925008,19932722,1.069198122,0,13409185,2545559,0,,
Australia,2005,386.176,6.95693E+11,89219234496,719872,3285521,5.036,1.309473333,58,10443456,1.903139001,20176844,1.217290731,0,13589360,2599785,0,,
Australia,2006,392.36,7.48418E+11,88698973143,722021,3598489,4.785,1.327973441,58.49,10664324,2.80480565,20450966,1.349450831,0,13787508,2657094,0,,
Australia,2007,399.475,8.55007E+11,90422416479,947089,4393076,4.381,1.1950725,58.9,10951719,4.253489766,20827622,1.824996795,0,14051988,2725828,0,,
Australia,2008,404.8405,1.05611E+12,94023891549,905408,4804096,4.242,1.192178333,59.38,11241263,4.12640451,21249199,2.003911405,0,14345413,2800068,0,,
Australia,2009,407.094,9.28762E+11,89122383934,793911,3914981,5.565,1.28218881,61.15,11482552,2.376292199,21691653,2.060833163,0,14641855,2888223,0,,
Australia,2010,405.131,1.14884E+12,89517236226,925018,4818819,5.214,1.090159486,60.98,11675443,4.855348362,22031750,1.555706262,0,14849809,2980739,1,,
Australia,2011,403.8581,1.39861E+12,89182605117,970004,5258871,5.083,0.969463201,61.26,11857590,5.028480035,22340024,1.389527316,0,15016663,3082659,0,,
Australia,2012,406.1967,1.54753E+12,90192085976,992154,5365631,5.225,0.965801031,63.24,12022336,3.045172491,22733465,1.745820001,0,15223747,3202701,0,,
Australia,2013,399.0675,1.57712E+12,87204618637,881780,5571864,5.663,1.035843097,64.36,12191663,3.55343966,23128129,1.72115144,0,15426531,3322662,0,,
Australia,2014,392.7289,1.46827E+12,86390701413,894737,5808832,6.078,1.109363293,65.86,12332149,2.91578772,23475686,1.491566489,0,15599389,3435524,0,,
Australia,2015,401.4966,1.3513E+12,85027343500,815228,5446241,6.055,1.331090262,66.08,12568796,1.851790924,23815995,1.439216653,0,15765573,3548454,0,,
Australia,2016,410.3881,1.20684E+12,83105232344,833103,5371535,5.711,1.345213976,67.12,12744765,2.588433725,24190907,1.561940498,0,15956700,3665120,0,,
Australia,2017,413.8177,1.32558E+12,82581866806,904161,5826002,5.592,1.304758077,67.06,13022869,3.185874884,24592588,1.646827797,0,16174820,3784212,0,,
Australia,2018,415.5912,1.42781E+12,84384156433,863379,6410427,5.345,1.338412146,67.5,13326802,2.861055972,24963258,1.49599671,0,16375200,3904495,0,,
Australia,2019,415.7698,1.39272E+12,83526780624,824190,5847678,5.143,1.438506544,67.63,13603127,3.31748181,25334826,1.477490711,0,16567398,4039654,0,,
Australia,2020,399.1839,1.32841E+12,81918192121,654430,6158939,6.394,1.453085118,70.11,13599459,4.088047232,25649248,1.233428251,0,16698064,4190759,0,,
Australia,2021,389.0195,1.55674E+12,83308246022,886568,7300602,5.023,1.33122426,68.59,13821829,10.46577549,25685412,0.140895083,0,16651179,4302098,1,,
Australia,2022,384.3621,1.69086E+12,85342728664,912798,7747582,3.728,1.441664459,68.41,14188083,0,26014399,1.272698814,0,16828565,4441967,0,,
Australia,2023,382.972,1.72806E+12,85478691953,768890,6752324,3.668,1.505191066,67.84,14593816,0,26658948,2.447466169,0,17217866,4634398,0,,
Austria,1960,30.7845,6624086313,0,0,0,,26.00000003,,0,0,7047539,0,0,4632790,861188,0,,
Austria,1961,31.824,7346566038,0,0,0,,26.00000003,,0,0,7086299,0.548472356,0,4617283,879506,0,,
Austria,1962,33.865,7793042529,0,0,0,,26.00000003,,0,0,7129864,0.612895848,0,4615340,898588,0,,
Austria,1963,36.9491,8414050621,0,0,0,,26.00000003,,0,0,7175811,0.642362671,0,4620516,916420,0,,
Austria,1964,38.8964,9213648656,0,0,0,,26.00000003,,0,0,7223801,0.666548205,0,4619218,937073,0,,
Austria,1965,38.1406,10041659445,0,0,0,,26.00000003,,0,0,7270889,0.649729876,0,4614923,957730,0,,
Austria,1966,39.2086,10939526219,0,0,0,,26.00000003,,0,0,7322066,0.701396116,0,4613853,978662,0,,
Austria,1967,39.9156,11634569522,0,0,0,,26.00000003,,0,0,7376998,0.74742522,0,4615542,1000804,0,,
Austria,1968,42.2971,12499863917,0,0,0,,26.00000003,,0,0,7415403,0.519254262,0,4608872,1019605,0,,
Austria,1969,44.6384,13647475854,0,0,0,2.8,26.00000003,,0,0,7441055,0.345331646,0,4598002,1035708,0,,
Austria,1970,50.6317,15312791744,0,0,0,2.4,26.00000003,,0,0.018690851,7467086,0.349218946,0,4597244,1050397,0,,
Austria,1971,52.0691,17788536733,0,0,0,1.5,24.9855839,,0,0.012681078,7500482,0.446245581,0,4610968,1065416,0,,
Austria,1972,56.0712,21973207929,0,0,0,1.3,23.11533333,,0,0.009589743,7544201,0.581190352,0,4639951,1081310,0,,
Austria,1973,60.0155,29399860145,0,0,0,1.2,19.58,,0,0.0385821,7586115,0.554041399,0,4675775,1097144,0,,
Austria,1974,57.2942,35051468640,0,0,0,1.3,18.6925,,0,0.047435251,7599038,0.170205768,0,4693569,1112577,0,,
Austria,1975,54.2137,39902300703,0,0,0,2,17.41675,,0,0.007787939,7578903,-0.265319411,0,4691771,1126161,0,,
Austria,1976,58.2038,42791707448,24337432648,0,0,2,17.93966667,,0,0.016695663,7565525,-0.176672285,0,4707216,1136979,0,,
Austria,1977,55.9937,51343861460,25455709581,0,0,1.8,16.52691667,,0,0.008815538,7568430,0.038390494,0,4741200,1148847,0,,
Austria,1978,57.2265,61809208756,25931519747,0,0,2.1,14.52166667,,0,0.002295212,7562305,-0.080961042,0,4772043,1159241,0,,
Austria,1979,61.3213,73647694287,27243034992,0,0,2,13.3675,,0,0.005326241,7549425,-0.170463648,0,4801524,1165605,0,,
Austria,1980,52.0249,81737498405,28193773259,0,0,1.9,12.938,,0,0.002159822,7549433,0.000105968,0,4845754,1162063,0,,
Austria,1981,55.8329,70755997062,28195719345,0,0,2.06,15.92683333,,0,0.001483979,7568710,0.255018231,0,4914022,1142835,0,,
Austria,1982,53.5653,70996111963,28174453312,0,0,3.35,17.05925,,0,0.007668455,7574140,0.071717018,0,4978338,1115260,0,,
Austria,1983,51.6682,71838528420,29354972808,0,0,4.11,17.96333333,,0,0.003141987,7561910,-0.161600981,0,5031954,1086334,0,,
Austria,1984,54.214,67719055773,29493582035,0,0,3.8,20.00908333,,0,8.68114E-05,7561434,-0.006294904,0,5080576,1070415,0,,
Austria,1985,54.3663,69114996010,31218223295,0,0,3.6,20.6895,,0,0.000656402,7564985,0.046950968,0,5107810,1073244,0,,
Austria,1986,53.7285,98648254169,32392509549,0,0,3.12,15.26713333,,0,0,7569794,0.063548997,0,5121106,1085795,0,,
Austria,1987,57.3739,1.23682E+11,31993196969,0,0,3.79,12.6425,,0,0.000254473,7574586,0.063284204,0,5126187,1101940,0,,
Austria,1988,52.9372,1.32817E+11,33571779734,0,0,3.55,12.34766667,,0,0.010416966,7585317,0.14157085,0,5129013,1118348,0,,
Austria,1989,53.6963,1.32584E+11,34789518950,0,0,3.14,13.23066667,,0,0.013842986,7619567,0.4505139,0,5147799,1133593,0,,
Austria,1990,62.1839,1.65811E+11,37020590712,0,0,3.25,11.36983333,,3524952,0.003974445,7677850,0.762001611,0,5184521,1148145,0,,
Austria,1991,65.7824,1.73113E+11,38017764313,0,0,3.42,11.67591667,,3585317,0.004155442,7754891,0.998418103,0,5231713,1160822,0,,
Austria,1992,60.2829,1.94314E+11,37823224542,0,0,3.59,10.98933333,,3674884,0.008208069,7840709,1.100552287,0,5282884,1171074,0,,
Austria,1993,60.7089,1.89634E+11,37013791617,0,0,4.25,11.6321825,,3717260,0.005036688,7905633,0.824627941,0,5318242,1181601,0,,
Austria,1994,61.0834,2.02738E+11,38386635188,0,0,3.535,11.42182492,,3827748,0.002504312,7936118,0.384869547,0,5328494,1193038,0,,
Austria,1995,64.0608,2.40094E+11,40627426284,0,0,4.345,10.08149583,,3846779,0.002672256,7948278,0.153106261,0,5328594,1204214,0,,
Austria,1996,67.4052,2.35953E+11,40997125964,0,0,5.282,10.5865575,,3823952,0.001716398,7959017,0.135019834,0,5334660,1213875,0,,
Austria,1997,67.3018,2.11725E+11,42081569411,0,0,5.15,12.20424417,,3815158,0.001561404,7968041,0.113316608,0,5346033,1221861,0,,
Austria,1998,66.9367,2.17068E+11,43356359780,0,0,5.483,12.379065,,3848029,0.008739189,7976789,0.109728368,0,5360210,1228429,0,,
Austria,1999,65.6678,2.16422E+11,45496326111,0,0,4.699,0.938283072,,3874937,0.007315056,7992324,0.194563153,0,5382164,1233066,0,,
Austria,2000,66.1771,1.96182E+11,48264386579,0,0,4.687,1.082705081,,3883391,0.006707654,8011566,0.240466652,0,5409304,1237037,0,,
Austria,2001,70.1656,1.96477E+11,49725930158,0,0,4.007,1.116533086,,3872867,0.004798174,8042293,0.382799394,0,5446203,1243611,0,,
Austria,2002,71.9694,2.12837E+11,49075029983,0,0,4.852,1.057558996,,3955409,0.003936507,8081957,0.491980464,0,5489756,1249623,1,,
Austria,2003,77.3961,2.6078E+11,49355656859,0,0,4.779,0.884047927,,3985902,0.001858661,8121423,0.487133895,0,5530330,1256726,0,,
Austria,2004,77.6936,2.9921E+11,50722357057,4166609,4415153,5.969,0.803921648,,3946181,0.001953311,8171966,0.620413127,0,5560036,1285743,0,,
Austria,2005,79.0918,3.13952E+11,53053807560,4473355,4975684,5.682,0.803800192,71.42,4012358,0.013494247,8227829,0.681267248,0,5576283,1333950,0,,
Austria,2006,76.8117,3.33906E+11,57284677562,5392876,5428484,5.32,0.796432731,72.49,4078846,0.014003224,8268641,0.494797775,0,5585717,1379169,0,,
Austria,2007,74.1123,3.8676E+11,61582444533,6908145,6486803,4.909,0.7296724,73.56,4165230,0.033589372,8295487,0.324146535,0,5596898,1412559,0,,
Austria,2008,73.4899,4.29234E+11,62446356760,7489604,7213315,4.198,0.67992268,73.9,4207426,0.039573196,8321496,0.313041438,0,5614542,1438035,0,,
Austria,2009,67.3066,3.9929E+11,53563482278,5824089,5742218,5.371,0.716957702,74.36,4248651,0.010972674,8343323,0.26195319,0,5627722,1462699,0,,
Austria,2010,72.0083,3.89828E+11,57954975351,6753305,6572596,4.883,0.75430899,75.29,4265488,0.04501931,8363404,0.2403943,0,5646956,1476914,0,,
Austria,2011,69.9015,4.28955E+11,62067541321,7776246,7626418,4.637,0.718413899,76.56,4291049,0.04887748,8391643,0.337080842,0,5674265,1488347,0,,
Austria,2012,67.2744,4.0675E+11,63339971756,7273945,7024626,4.909,0.77833812,77.52,4340007,0.030747361,8429991,0.455937472,0,5695316,1513159,0,,
Austria,2013,67.7668,4.26581E+11,63573522001,7775439,7488364,5.367,0.752945123,78.19,4382851,0.033602767,8479823,0.589387255,0,5717663,1543281,0,,
Austria,2014,64.1658,4.38556E+11,64986894968,7926729,7637155,5.674,0.752728197,78.8,4407077,0.018417947,8546356,0.781541633,0,5752623,1571509,0,,
Austria,2015,66.3575,3.79546E+11,65444863056,6840989,6511596,5.802,0.901296423,80.06,4460463,0.009146728,8642699,1.120992502,0,5810894,1595561,0,,
Austria,2016,67.2173,3.93687E+11,68594277529,6820294,6457405,6.064,0.903421436,79.95,4541001,0.011742427,8736668,1.081396299,0,5865273,1616276,0,,
Austria,2017,69.5985,4.14926E+11,70725577454,7314314,7184326,5.561,0.885205508,81.58,4567690,0.015395277,8797566,0.694621104,0,5892111,1637256,0,,
Austria,2018,66.5617,4.52582E+11,73452078898,8194936,7937503,4.933,0.846772667,82.3,4608423,0,8840521,0.487071925,0,5906127,1658710,0,,
Austria,2019,67.946,4.42984E+11,74282508245,7516991,7473434,4.56,0.893276257,82.12,4627750,0,8879920,0.444673639,0,5917299,1681883,0,,
Austria,2020,62.1757,4.34398E+11,68690675337,7189785,6958911,5.201,0.875506397,82.5,4607853,0,8916864,0.415176732,0,5924102,1709344,0,,
Austria,2021,65.7575,4.80467E+11,76169536703,9470655,9306018,6.459,0.845494139,85.11,4650207,0,8955797,0.435671684,0,5926631,1743054,0,,
Austria,2022,61.4891,4.71774E+11,81269321725,9495698,9514890,4.992,0.949623753,86.61,4715124,0,9041851,0.956287797,0,5955333,1789360,0,,
Austria,2023,58.578,5.11685E+11,79845636945,8820839,8298503,5.264,0.924839558,85.5,4762160,0,9131761,0.989464654,0,5984348,1841330,0,,
Belgium,1960,90.9081,11810619368,0,0,0,,50.00000005,,0,0,9153489,0,2167997,5888148,1097344,0,,
Belgium,1961,92.6983,12561701694,0,0,0,,50.00000005,,0,0,9183948,0.332205946,2187801,5882600,1113548,0,,
Belgium,1962,98.0183,13436827167,0,0,0,,50.00000005,,0,0,9220578,0.398054787,2198011,5890025,1132542,0,,
Belgium,1963,105.6764,14445805381,0,0,0,,50.00000005,,0,0,9289770,0.747606931,2216299,5922386,1151085,0,,
Belgium,1964,103.554,16168044450,0,0,0,,50.00000005,,0,0,9378113,0.946477536,2242362,5962361,1173390,0,,
Belgium,1965,105.3308,17597783297,0,0,0,,50.00000005,,0,0,9463667,0.908137002,2267801,5997577,1198289,0,,
Belgium,1966,105.0967,18894891312,0,0,0,,50.00000005,,0,0,9527807,0.675463567,2285178,6020656,1221973,0,,
Belgium,1967,107.361,20252508995,0,0,0,,50.00000005,,0,0,9580991,0.556645555,2294506,6040459,1246026,0,,
Belgium,1968,118.4376,21654856965,0,0,0,,50.00000005,,0,0,9618756,0.393391108,2295366,6059341,1264050,0,,
Belgium,1969,123.4918,24019653475,0,0,0,,50.00000005,,0,0,9646032,0.283169669,2291474,6076190,1278367,0,,
Belgium,1970,125.4905,26706196047,0,0,0,,50.00000005,,0,0.017806229,9655549,0.098613692,2280724,6083539,1291286,0,,
Belgium,1971,121.3705,29821661870,0,0,0,2.1,49.05697742,,0,0.000485556,9673162,0.182247071,2270019,6098170,1304973,0,,
Belgium,1972,130.6377,37209418019,0,0,0,2.7,44.01458333,,0,0,9711115,0.391585907,2259360,6128949,1322806,0,,
Belgium,1973,138.6392,47743801490,0,0,0,2.8,38.9765,,0,0.000220538,9741720,0.314658766,2239302,6162223,1340195,0,,
Belgium,1974,134.9501,56033077879,0,0,0,3,38.9515,,0,0.002844357,9772419,0.314633665,2211474,6204436,1356509,0,,
Belgium,1975,121.823,65678189097,0,0,0,5.1,36.77891667,,0,0,9800700,0.288978161,2178897,6250852,1370951,0,,
Belgium,1976,129.6776,71113882968,0,0,0,6.5,38.60516667,,0,0.003392622,9818227,0.178674447,2143340,6293694,1381192,0,,
Belgium,1977,126.1993,82839905459,0,0,0,5.67,35.84275,,0,0.001557567,9830358,0.123479645,2106656,6330714,1392988,0,,
Belgium,1978,135.4503,1.01247E+11,0,0,0,7.9,31.49208333,,0,0,9839534,0.09329996,2068933,6364067,1406534,0,,
Belgium,1979,139.7865,1.16315E+11,0,0,0,6.96,29.31866667,,0,0,9848382,0.089882551,2030693,6399412,1418278,0,,
Belgium,1980,134.8358,1.26829E+11,0,0,0,9.1,29.24166667,,0,0,9859242,0.110211166,1996675,6441355,1421212,0,,
Belgium,1981,123.5736,1.0473E+11,0,0,0,11.35,37.12925,,0,0,9858982,-0.002637154,1965366,6486049,1407566,0,,
Belgium,1982,117.1019,92095926188,0,0,0,13,45.69058333,,0,5.17541E-05,9856303,-0.027176883,1936002,6536403,1383899,0,,
Belgium,1983,101.2018,87184239053,0,0,0,11.66,51.13166667,,0,2.29605E-05,9855520,-0.007944471,1908743,6590093,1356685,0,,
Belgium,1984,104.9665,83349530159,0,0,0,11.882,57.78391667,,0,0,9855372,-0.001501708,1881953,6629971,1343447,0,,
Belgium,1985,104.0045,86268264148,0,0,0,11.321,59.378,,0,0,9858308,0.029786423,1854834,6648128,1355346,0,,
Belgium,1986,102.3668,1.20019E+11,0,0,0,11.28,44.67191667,,0,0,9861823,0.035648851,1829830,6653744,1378249,0,,
Belgium,1987,102.5887,1.49394E+11,0,0,0,11.257,37.33408333,,0,0,9870234,0.085252141,1810487,6656644,1403102,0,,
Belgium,1988,99.7428,1.62299E+11,0,0,0,10.128,36.76833333,,0,0,9901664,0.317926245,1801566,6667383,1432714,0,,
Belgium,1989,106.7921,1.64221E+11,0,0,0,8.284,39.404,,0,0,9937697,0.363247986,1801083,6675272,1461343,0,,
Belgium,1990,120.2973,2.05332E+11,0,0,0,7.25,33.41791667,,3938244,0,9967379,0.298235706,1806568,6673167,1487644,0,,
Belgium,1991,123.3667,2.10511E+11,0,0,0,6.984,34.14825,,4027934,0,10004486,0.371593166,1816463,6673751,1514272,0,,
Belgium,1992,122.4925,2.34782E+11,0,0,0,6.702,32.1495,,4070853,0,10045158,0.405713496,1825197,6681402,1538559,0,,
Belgium,1993,121.4273,2.24722E+11,0,0,0,8.078,34.59652083,,4096201,0,10084475,0.390638518,1829999,6693163,1561312,0,,
Belgium,1994,124.8,2.44884E+11,0,0,0,9.645,33.4564975,,4162431,0,10115603,0.308197074,1828695,6702285,1584622,0,,
Belgium,1995,125.9392,2.88026E+11,44246616281,0,0,9.337,29.48001667,,4194014,0,10136811,0.209436838,1821788,6703399,1611623,0,,
Belgium,1996,129.4812,2.79201E+11,45507504453,0,0,9.483,30.96151333,,4204594,0,10156637,0.195393176,1814025,6702908,1639705,0,,
Belgium,1997,123.9927,2.52708E+11,48363731254,0,0,8.95,35.77389083,,4226864,0,10181245,0.241991885,1809227,6706041,1665977,0,,
Belgium,1998,130.2253,2.58528E+11,49819274587,0,0,9.323,36.29864083,,4260848,0,10203008,0.213527651,1806256,6708631,1688121,0,,
Belgium,1999,124.6828,2.58246E+11,50185014416,0,0,8.649,0.938283072,,4368285,0,10226419,0.229189103,1804981,6714997,1706442,0,,
Belgium,2000,126.723,2.36792E+11,53025188785,0,0,6.586,1.082705081,,4412646,0,10251250,0.242517956,1804863,6723639,1722748,0,,
Belgium,2001,126.067,2.36746E+11,53401190499,0,0,6.178,1.116533086,,4307825,0,10286570,0.343951158,1805097,6743105,1738368,0,,
Belgium,2002,126.8636,2.58384E+11,53624799508,0,0,6.91,1.057558996,,4358408,0,10332785,0.448268895,1803945,6774350,1754490,0,,
Belgium,2003,128.2486,3.18083E+11,53517617234,0,0,7.68,0.884047927,,4395670,0,10376133,0.418641508,1800052,6804774,1771307,0,,
Belgium,2004,128.7817,3.69215E+11,56241770949,20826949,11944668,7.363,0.803921648,,4486040,0,10421137,0.432788248,1796128,6835118,1789891,0,,
Belgium,2005,125.6396,3.85715E+11,57730840433,23665008,13058620,8.44,0.803800192,81.5,4627699,0,10478617,0.550055708,1795440,6878738,1804439,0,,
Belgium,2006,123.8843,4.0826E+11,56391012637,26933792,14827242,8.246,0.796432731,82.3,4647632,0,10547958,0.659558215,1796839,6941221,1809898,0,,
Belgium,2007,120.4812,4.70922E+11,59967646158,31617641,17294082,7.459,0.7296724,82.48,4735412,0,10625700,0.734330831,1800196,7010765,1814739,0,,
Belgium,2008,120.1797,5.17328E+11,57963898053,32562668,18196348,6.976,0.67992268,81.67,4779497,0,10709973,0.789976845,1808777,7073147,1828049,0,,
Belgium,2009,107.7801,4.85015E+11,53487749147,24934742,14220603,7.908,0.716957702,81.25,4801697,0,10796493,0.804599573,1823706,7126659,1846127,0,,
Belgium,2010,114.4896,4.81557E+11,55693161205,29806870,16613507,8.293,0.75430899,80.95,4901576,0,10895586,0.913639392,1845743,7184817,1865026,0,,
Belgium,2011,105.098,5.27197E+11,56036448931,33819417,19015955,7.14,0.718413899,82.29,4884263,0,11038264,1.301002902,1874027,7260019,1904218,0,,
Belgium,2012,102.4345,4.98414E+11,55104725496,31432425,18032639,7.542,0.77833812,82.54,4917260,0,11106932,0.620163579,1886147,7278246,1942539,0,,
Belgium,2013,102.7616,5.24097E+11,56228868423,32397537,18966747,8.425,0.752945123,82.54,4966858,0,11159407,0.471340144,1895820,7286098,1977490,0,,
Belgium,2014,97.0336,5.37987E+11,57133973535,32072234,19489768,8.523,0.752728197,83.42,4984459,0,11209057,0.443929288,1905354,7290315,2013388,0,,
Belgium,2015,101.275,4.61045E+11,57942868346,27278525,16248163,8.482,0.901296423,85.44,4994454,0,11274196,0.579446242,1915854,7310530,2047812,0,,
Belgium,2016,99.7416,4.74272E+11,56788044059,27021434,17162619,7.83,0.903421436,85.14,5001167,0,11331422,0.506300002,1924367,7326984,2080071,1,,
Belgium,2017,99.192,5.00909E+11,58219509852,29626285,18823873,7.09,0.885205508,85.33,5037325,0,11375158,0.385228018,1930645,7330451,2114062,0,,
Belgium,2018,100.1586,5.42639E+11,58943776567,32645117,20066888,5.941,0.846772667,84.81,5093485,0,11427054,0.455184695,1936500,7341283,2149271,0,,
Belgium,2019,99.6842,5.36726E+11,60747586011,29488734,18613589,5.364,0.893276257,86.6,5146209,0,11488980,0.540461327,1940574,7362072,2186334,0,,
Belgium,2020,91.2283,5.29694E+11,56593999130,27480142,17057631,5.545,0.875506397,89.92,5124712,0,11538604,0.430996815,1938530,7381890,2218184,0,,
Belgium,2021,94.8861,5.98494E+11,53719790454,38971903,23925211,6.248,0.845494139,90.14,5217415,0,11586195,0.411601997,1932898,7399545,2253753,1,,
Belgium,2022,89.0021,5.93439E+11,60341919251,39318089,24854974,5.57,0.949623753,89.71,5320795,0,11680210,0.80816535,1930701,7440659,2308850,0,,
Belgium,2023,83.3685,6.44783E+11,59385509154,32689369,21005995,5.528,0.924839558,90.18,5367441,0,11787423,0.91371589,1920259,7492555,2374609,0,,
Canada,1960,192.7162,40563768947,0,0,0,,0.969766787,,0,0,17909356,0,6044979,10500309,1364068,0,,
